S.N,Ward No.,Case No.,Brief Description of the grievance,Date of Grievance,Department,Status
863,Ward 7,1465,वडा नं. 07 कालोपुलबाट गौशाला नक्लने मोडमा खाल्डा खुल्डी परेको,06/30/2022,सार्वजनिक निर्माण विभाग,closed
864,Ward 6,1461,वडा नं. ०६ बौद्ध रामहिटि माहाँकाल चोकमा खाल्डा खुल्डी परेको ।,06/30/2022,सार्वजनिक निर्माण विभाग,closed
865,Ward 4,1460,सुकेधारा नया कोलनि क्षेत्रमा बिच सडकमा प्वाल परेको छ। दुइ वटा पाइपहरु पनि पसिसकेको हुदाँ सवारि साधनमा आवतजावतमा समस्या परेको हुदा यसको काम चाडो गरियोस।,06/30/2022,सार्वजनिक निर्माण विभाग,closed
866,Ward 10,1459,बुद्धनगरमा बाटो बिग्रिएर आवतजावतमा समस्या भयो। चाडो मर्मत गरियोस।,06/29/2022,सार्वजनिक निर्माण विभाग,closed
867,Ward 16,1457,नयाँवसपार्क विजि महलको पछाडीको वाटो हिलाम्मे रहेको छ ।,06/29/2022,सार्वजनिक निर्माण विभाग,closed
868,Ward 16,1454,बनस्थलि ढुङ्गेधारा नजिक ढलको ४ वटा मंगल फुटेर  बाटो एकदमै बिग्रेर छ। मंगल हालिदिनु पर्यो।,06/29/2022,सार्वजनिक निर्माण विभाग,closed
869,Ward 24,1451,"वडा नं 24 ईन्द्रचोक मोक्ष सिङ जानेबाटोमा बाटो खनेर यत्तिकै छाडेको
solutions काम हुदै‌छ ",06/29/2022,सार्वजनिक निर्माण विभाग,closed
870,Ward 11,1450,वडा नं. 11 विश्वनिकेतन  जाने गल्ली मा धेरै खाल्डा खुल्डी परेको गुनासो राखि पछि काम भएको तर माटोले मात्रै खाल्डा पुरेर झन विक्षिण भयो धेरै हिलो भएर वाईक र गाडी फसेको र पैदल यात्रीलाई समेत दुःख भएको  ।,06/29/2022,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
871,Ward 14,1448,वडा नं. १४ मा २०७२ सालदेखि विग्रिएको बाटो अझ बनेको छैन। मेयर सरले वडा १४ एकपटक अनुगमन गरिदिनु पर्यो।,06/29/2022,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
872,Ward 22,1447, न्यु पलाजा छेउछाउमा केवलको तारहरु जथाभावि रहेको छ।ठुला ठुला घरहरु बनाउदा निर्माण सामाग्रि बाटोमै राखिदिने समस्या छ। सुन्धाराको धरहराको अगाडि पनि बाटो हिलै हिलो भयो धरहराले आफ्नो area मात्र प्रयोग गर्ने पर्यो।  काठमाडौ महल अगाडिको बाटोको अवस्था राम्रो भएन आवत जावतमा समस्या भएको हुदाँ माथि उल्लेखिल समस्याको चाडो सम्बोधन गरियोस।,06/29/2022,"नगर प्रहरी बल,सार्वजनिक निर्माण विभाग",closed
873,Ward 16,1446,ढुङ्गेधारा रानि बन जाने बाटोमा अति नै खाल्डो भएको छ। बाटो मर्मत गरिदिनुहुन अनुरोध छ।,06/29/2022,सार्वजनिक निर्माण विभाग,closed
874,Ward 32,1444,वडा नं. 32 कोटदेवी मार्ग वालकुमारी पूल देखि पुर्व तिरको सडकमा खाल्डा खुल्डी परेको ।,06/29/2022,सार्वजनिक निर्माण विभाग,closed
875,Ward 16,1443,मित्रनगर नयाँ बसपार्क दुरसंचार रोडमा पानि फूटेको ६ महिना भयो बाटो जलमग्न भएर बाटो खाल्डो भएको छ। बाटो मर्मत गरिदिनुहुन अनुरोध छ।,06/29/2022,सार्वजनिक निर्माण विभाग,closed
876,Ward 16,1442,नयाबजार नर्सरि चोकको बाटो अति नै खाल्डो परेको छ। बाटो मर्मत गरिदिनु पर्यो।,06/29/2022,सार्वजनिक निर्माण विभाग,closed
877,Ward 16,1440,बनस्थलिबाट सुरु हुदै जनजागृति मार्गमा अति नै खाल्डो रहेको छ। बाटो मर्मत गरिदिनु पर्यो।,06/29/2022,सार्वजनिक निर्माण विभाग,closed
878,Ward 14,1439,"कुलेश्वर आवास क्षेत्रसँग रहेको प्रहरी बिट नजिक सडक खाल्डो परेको छ। बाटो मर्मत गरिदिनुहुन अनुरोध छ।

solutions प्रक्रियमा रहेको ।",06/29/2022,सार्वजनिक निर्माण विभाग,closed
879,Ward 26,1436,बडा नं २६ मा ढलहरुलाइ सफा गरिदिनुहुन अनुरोध छ।,06/29/2022,सार्वजनिक निर्माण विभाग,closed
880,Ward 16,1432,स्रोहखुट्टे काल्नारा ओरालोमा ढल फुटेर बाटोमा ढल आएको छ। तथा त्यहाको बाटो पनि खाल्टाखुल्टि भएको हुदाँ ढल बनाइ बाटो मर्मत  गरिदिनु पर्यो।,06/29/2022,"वातावरण विभाग,सार्वजनिक निर्माण विभाग",closed
881,Ward 11,1428,"बबरमहल कुरिया गाउँ वाणिज्य बिभागको पछाडीको मेन सडकमा असार २८ गते परेको पानीबाट सडकमा ठुलो खाल्डो भएको हुदाँ यसको शिघ्र मर्मत गराइदिनु पर्यो।
उत्तर   सडक विभागमा जानकारी गराउने ।",06/29/2022,सार्वजनिक निर्माण विभाग,closed
882,Ward 26,1427,"वडा नं २६, २७ मा पर्ने यातायात   ठमेल मा रहेको NIC ASIA बैक अगाडि सडक तथा ज्याथामा बाटो खाल्टाखुल्टि भएको  छ। बाटो मर्मत गरिदिनु पर्यो।",06/29/2022,सार्वजनिक निर्माण विभाग,closed
883,Ward 9,1425,गृहश्वरिमा बाटो बिग्रिएको हुदा बाटो बनाउन पुर्वाधार एम्बुलेन्स पठाइदिनु पर्यो।,06/29/2022,सार्वजनिक निर्माण विभाग,closed
884,Ward 32,1409,३२ वडाको मोनहरा फाटबाट बालकुमारी जानेबाटो करिडोरको बाटो विग्रेको हुँदा आवत जावतमा समस्या भएको हुँदा यसको उचित व्यवस्थापन होस् भन्ने अनुरोध छ ।,06/29/2022,सार्वजनिक निर्माण विभाग,closed
885,Ward 26,1408,वडा नं. २६ सामाखुशी सरकारी धारा म्हैपी मार्ग मा  underground विजुलिको तरको लागि खनेको खाल्डाले बाटो भासिएर बाईक साईकल फस्ने गरेको छ ।,06/28/2022,सार्वजनिक निर्माण विभाग,closed
886,Ward 6,1404,"६ वडा चावेल चुच्चेपाटी चोकमा सडकमा पानी जमेर ढलबाट पास नभएको हुँदा बाटोमा पानी जमेको छ यसको उचित व्यवस्थापन गरिदिनुहुन अनुरोध छ ।
solutions kukl  मा जानकारि गराउने ",06/28/2022,सार्वजनिक निर्माण विभाग,closed
887,Ward 6,1401,महावौद्धमा मोटरसाइकल अव्यवस्थित रपमा राखेको भएर हिड् डुल गर्न गाह्रो भएको हुँदा  यसको छिटो उचित सम्वोधन होस् ।,06/28/2022,सार्वजनिक निर्माण विभाग,closed
888,Ward 27,1394,२७ वडामा रहेको महावौद्ध स्तुपा अगाडिको सडक खाल्डो रहेको छ । र विर हस्पिटल अगाडी फुटपाल पसले निकै सास्ति दिएको र विरामी आउदा एम्बुलेन्सलाई पनि समस्या सृजना गरेको हुँदा तुरुन्त यसको सामाधान होस् ।,06/28/2022,"नगर प्रहरी बल,सार्वजनिक निर्माण विभाग",closed
889,Ward 11,1393,काठमाडौ महल अगाडि सहिद गेट अगिको आकाशे पुल तल खाल्टो छ ग्राहेलबिल भएपनि गरिदिनु पर्यो।,06/28/2022,सार्वजनिक निर्माण विभाग,closed
890,Ward 7,1390,"मित्र पार्क ओरालो बाट खरिबोटमा खाल्टो परेकोले ग्राइबेल हालिदिनु हुन अनुरोध छ।
वडाको सिफारिस सहित विभागमा पठाइदिनुहुनु।",06/28/2022,सार्वजनिक निर्माण विभाग,closed
891,Ward 15,1389,"ढल्लु देखि विजयस्वरि जाने बाटोको पिच बिग्रिएको छ। बाटो मर्मत गरिदिनु पर्यो।  
solutions  मर्मत कार्य हुदैछ।",06/28/2022,सार्वजनिक निर्माण विभाग,closed
892,Ward 2,1385,धोवि चौर देखि सरकारि धारा जाने बिचमा raddison जाने बाटोमा मेन ढलमा underground tabuling को transformer ढलान गरि राखिएको छ। सडकको मेन ढल आउने मंगल जाने ठाउँ block भएको छ। ठेकेदार तथा विद्युत प्राधिकरणमा कुरा राख्दा सुनुवाइ नभएको अवस्था छ। एकपटक आएर अवस्था हेरि आवश्यक काम गरिदिनुहुन अनुरोध छ।,06/28/2022,"वातावरण विभाग,सार्वजनिक निर्माण विभाग",closed
893,Ward 32,1381,पेप्सि खोला बाटोमा खाल्टाखुल्टि भएर आवतजावतमा कठिनाइ भएकोले infrastructure ambulance बाट बाटो मर्मत गरियोस।,06/28/2022,सार्वजनिक निर्माण विभाग,closed
894,Ward 16,1373,वडा नं. १६ गंगा जमूना मार्ग क्रिष्टल पेट्रोल  पम्पको opposite मा चैत्रमा ढल हालेको  हाल  सम्मपनी मर्मत भएको छैन धेरै गाडी मोटर साईकल स्कुलका विद्यार्थिहरु लडेका छन् हिड्न नहुने गरी जिर्ण छ वजाउने पहल गर्नुपर्यो,06/28/2022,सार्वजनिक निर्माण विभाग,closed
895,Ward 32,1372,वडा नं. 32 कोटेश्वर सेतीयोगि मार्गमा खाल्डा खुल्डी परेको ठाउँमा हालेको माटो यक्त ग्राभेल  पानी परे पछी झन हिलो र खाल्डो परेको,06/28/2022,सार्वजनिक निर्माण विभाग,closed
896,Ward 13,1370,"वडा नं. १३ टाँहचल क्याम्पस अगाडी को एरियामा लाईन नभएको 
विद्युत प्राधिकरणले तर काटेर रोडमा झारेर यसै छाडेको ",06/28/2022,सार्वजनिक निर्माण विभाग,closed
897,Ward 32,1369,"32 नं. वडा कोटेश्वर चोकबाट सेती योगी मार्गमा खाल्डा खुल्डी परेको 
बाटो ग्राभेल गरेकोे तर झन बाटो हिलाम्मे भएको",06/28/2022,सार्वजनिक निर्माण विभाग,closed
898,Ward 32,1367,असार १ देखि भाद्र मसान्त सम्म केहि निर्माण कार्य गर्न नहुने भनि महानगरले परिपत्र गरेता पनि जडिबुटि भगवान कृर्पा  मार्गमा असार ९ गते बाटोमा डोजर लगाएर खनेर खाल्टाखुल्टि बनाएको छ। त्यसको सुनुबाइ चाडो होस,06/28/2022,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
899,Ward 10,1364,श्री आदर्श मार्ग चोकमा बाटो भासिएकोले बाटो मर्मत गरिदिन पर्यो।,06/28/2022,सार्वजनिक निर्माण विभाग,closed
900,Ward 16,1363,सामाखुसि गैरिधारा देखि दुम्ब मार्गमा बाटो बिग्रियो चाडो मर्मत सम्भार गरियोस।,06/28/2022,सार्वजनिक निर्माण विभाग,closed
901,Ward 4,1361,बालुवाटार क्षेत्र राष्ट्रिय सभा अध्यक्ष निवास छेउछाउमा रेड धारा पट्टि मारुति कलेज छेउमा घर बनाउन लाएको व्यक्तिले underground बाट माटो निकालेर बाटो हिलामे भएकोले यसको समयमा सम्बोधन गरियोस,06/28/2022,"नगर प्रहरी बल,सार्वजनिक निर्माण विभाग",closed
902,Ward 26,1360,"गोल्फुटारको बाटोमा खाल्डो परेको
जताततै फुटपाथ पसल राखेर बजार अब्यवस्थित भएको ",,सार्वजनिक निर्माण विभाग,closed
903,Ward 30,1358,३०  वडाको धारा सिटी सेन्टर बाट पुतलीसडकमा ठूलो खाल्डो भएको हुँदा आवत जावतमा समस्या सृजना भएको हुँदा तुरुन्त पठाईदिनुहुन अनुरोध छ ।,06/28/2022,सार्वजनिक निर्माण विभाग,closed
904,Ward 6,1353,वडा नं. 06 रामहिटि महांकालको बाटो विग्रेको,06/28/2022,सार्वजनिक निर्माण विभाग,closed
905,Ward 32,1350,पेप्सिकोला टाउन प्लानिङमा खाल्टोमा हिलोमाटोले पुरेपछी हिड्न गाह्रो भएको छ तथा फोहोर नउठेको पनि लामो समय भयो।बाटो बनाइ फोहोर उठाइदिनुपर्यो।,06/28/2022,"वातावरण विभाग,सार्वजनिक निर्माण विभाग",closed
906,Ward 16,1349,बनस्थलि ढुंगेधारामा बाटो एकदमै खाल्टा खुल्टि भएको हुदाँ चाडो मर्मत गरिदनु पर्यो।,06/28/2022,सार्वजनिक निर्माण विभाग,closed
907,Ward 8,1348,८ वडा डल्लु  गुहेश्वरी जाने बाटो भत्किएको र सडक खाल्डो परेर आवत जावतमा समस्या सृजना भएको हुँदा तुरुन्त यसको समाधान होस् ।,06/27/2022,सार्वजनिक निर्माण विभाग,closed
908,Ward 16,1346,१६ वडा बसन्तनगर  नेपाल नापतौल गुणस्तर विभागको पुर्व पछाडी लोकतान्त्रीक चोक जाने बाटो निकै विग्रेको ठूलो खाल्डो भएको आवत जावतमा निकै समस्या रहेको हुँदा तुरुन्त उचित व्यवस्थापन होस ।,06/27/2022,सार्वजनिक निर्माण विभाग,closed
909,Ward 4,1343,वडा नं. 04 Akama hotel पछाडीको  ५०० ft बाटो पिच  नभएको(9851245277 suraj raj pandey),06/27/2022,सार्वजनिक निर्माण विभाग,closed
910,Ward 26,1342,सडकमा भएकाे फोहोर सडक पेटीमा रहेको माटो पानी परेको समयमा वगेर सडकको नाली जाम हुने भएकोले सडक निर्माण गर्दा भएको माटो सफा गरिदिनुहुन अनुरोध छ ।    ,06/27/2022,सार्वजनिक निर्माण विभाग,closed
911,Ward 9,1340,गोशालाबाट बानेश्वर जाने बाटोमा कृषि विकास बैकको पूर्व पट्टिको सडकमा खाल्टो परेको छ। ग्रायलबिल गरिदिनुपर्यो।,06/27/2022,सार्वजनिक निर्माण विभाग,closed
912,Ward 13,1339,टंकेश्वर ताहाचल हुदै  गाइबाच्छा जाने बाटोमा ढल जाम भएको तथा बाटो भत्किएको हुदा यथाशिघ्र यसको समाधान गरिदिनुपर्यो।,06/27/2022,"वातावरण विभाग,सार्वजनिक निर्माण विभाग",closed
913,Ward 14,1338,कलंकि हल मुनि मालपोत पछाडि बाटोमा ढल जाम भए रोडमा पानि आएर बाटो बिग्रिन लागेको छ। चाडो ढल बनाइदिनु पर्यो।,06/27/2022,सार्वजनिक निर्माण विभाग,closed
914,Ward 32,1337,वडा नं. 32 पूरानो सिनामंगल प्लानिङ क्षेत्रको राम मार्ग र चुचुरो मार्ग मा खाल्डा खुल्डी परेको ।,06/27/2022,सार्वजनिक निर्माण विभाग,closed
915,Ward 12,1335,टेकु चोकमा खानेपानीको पाईप लिक भएर पानी बाटोमै बगेको।,06/27/2022,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
916,Ward 14,1334,कंलकि मन्दिरमा भरखरै बाटो पिच गरेतापनि केहि खण्ड भत्किएकोले चाडो मर्मत सम्भार गरिदिनुहुन अनुरोध छ।,06/27/2022,सार्वजनिक निर्माण विभाग,closed
917,Ward 15,1333,कारखाना चोकमा बाटो भत्कीएकोले ग्रायबेल गरिदिनुहुन अनुरोध छ।,06/27/2022,सार्वजनिक निर्माण विभाग,closed
918,Ward 25,1332,वडा नं 25  गल्खुपाखा सामाखुशि जाने बाटोमा लैनचैर उकालो पिपलबोट अगाडी पट्टी को बाटोमा खाल्डो परेको  ,06/27/2022,सार्वजनिक निर्माण विभाग,closed
919,Ward 16,1328,१६ नं. वडा सोह्रखुट्टेबाट म्हैपी जानेबाटोमा निर्मल लामा मार्ग मा ढलको लागि बाटो बनाउन भत्काएर यत्तिकै छोडेको ,06/27/2022,सार्वजनिक निर्माण विभाग,closed
920,Ward 16,1327,१६ वडा माछापोखरी नयाँ वसर्पाक विष्णुमती पूलमा पुलको केही भाग भत्किएको हुँनाले यसको समयमै उचित व्यवस्थपान गर्न पाएको भए केही समयसम्म सुरक्षित हुने थियो होला भन्ने आशा राखेको छु ।,06/27/2022,सार्वजनिक निर्माण विभाग,closed
921,Ward 16,1326,वडा नं. १६  मा ढलान गरेको ठाउँमा खाल्डो परेको कारणले एक्सिडेन्ट भईरहेको।,06/27/2022,सार्वजनिक निर्माण विभाग,closed
922,Ward 6,1324,६ वडा बौद्धको महाङ्काल देखि राजनेतिक चोकको बोटोमा खाल्डो रहेको यसले धेरै समस्या सृजना गरेको यसको उचित व्यवस्थापन गरिदिनुहुन अनुरोध छ ।,06/27/2022,सार्वजनिक निर्माण विभाग,closed
923,Ward 16,1319,वनस्थली देखि खरिवोट सम्मको बाटोमा रहेको खाल्डो पुरेको तर माटो मात्र राखेर झन हिलाम्मे बनाएको । गट्टि राख्नुपर्ने ।,06/27/2022,सार्वजनिक निर्माण विभाग,closed
924,Ward 5,1318,५ वडा सानो गौचरणमा खानेपानीले साचो बनाउदा एउटा खाल्डो रहेको छ त्यसलाई पुरिदिनुहु होला ।,,सार्वजनिक निर्माण विभाग,closed
925,Ward 10,1315,वडा नं १० अनामनगर भाटभटेनि अगाडी मेन रोडमा मंगाल विग्रेको,06/27/2022,सार्वजनिक निर्माण विभाग,closed
926,Ward 26,1313,वडा नं. 26  सगरमाथा चोकमा बाटो प्वाल  परेको यथासिघ्र पुर्नु पर्यो।,06/27/2022,सार्वजनिक निर्माण विभाग,closed
927,Ward 26,1312,गंगबु बसपार्क पछाडि मित्रनगरमा होटल टाइटनिक अगाडिको बाटो खाल्डो परेको छ। मर्मत गरिदिनु पर्यो।,06/27/2022,सार्वजनिक निर्माण विभाग,closed
928,Ward 13,1311,"वडा नं. 13 ताहाचल वडा कार्यालय अगाडी देखि वाफल जाने बाटो  खाल्डो परेको 

 उत्तर- काम भैइरहेको छ।",06/27/2022,सार्वजनिक निर्माण विभाग,closed
929,Ward 13,1309,सिमाना मार्गमा infra structure ambulance ले बाटो मर्मत गरेता पनि ग्राइबेलको तुलनामा माटो धेरै भएकाले पानि पर्दा झन बाटो हिलामे भयो। ग्राइबेलको मात्रा बढि गराइ गुणस्तरिय काम गरिदिनु पर्यो। तथा फोहोर उठाउन आएका व्यक्तिहरुले कुहिने र नकुहिने फोहोर छुट्याएपछि बाटो राम्रोसगँ सफा नगरि फोहोर त्यसै छाडेर जाने गरेको छन र factory मा काम गर्ने कामदारले रातिराति फोहोर जथाभावि फालिदिने हुदा त्यसको नियन्त्रणको लागि कडा कारबाहि गरिदिनु हुन अनुरोध छ।,06/27/2022,"वातावरण विभाग,सार्वजनिक निर्माण विभाग",closed
930,Ward 12,1307,टेकु पचलिमा street light नबलेको अवस्था छ।,06/27/2022,सार्वजनिक निर्माण विभाग,closed
931,Ward 9,1304,गौशालाबाट बानेश्वर जाने बाटोमा रहेको कृषि विकास बैकको opposite मा बाटोको pitch बिग्रिएकोले चाडो बाटो मर्मत गरियोस।,06/27/2022,सार्वजनिक निर्माण विभाग,closed
932,Ward 15,1303,सैन्य कारखाना चोक को देब्रेतिर ठुलो खाल्डो भएकोले बाटोमा ग्राइबेल गरिदिनुपर्यो।,06/27/2022,सार्वजनिक निर्माण विभाग,closed
933,Ward 14,1302,१४ वडा  मकालु पेट्रोल पम्पबाट २०० मिटर माथि गणेश मन्दिर अगाडी खाल्डो रहेको छ ।,06/27/2022,सार्वजनिक निर्माण विभाग,closed
934,Ward 16,1300,१६ वडा सोह्रखुट्टे चोक मैजु मन्दिर जाने बाटो (बहती पोखरी) जाने बाटोमा ढल राख्नको लागि खनेको बाटो अव्यवस्थित भए तुरुन्त यसको उचित व्यवस्थापनको लागि अनुरोध गर्दछु ।,06/27/2022,सार्वजनिक निर्माण विभाग,closed
935,Ward 6,1299,वडा  नं. 06 बौद्ध बाट कपन जाने बाटो कैलाश बोडिङ्ग स्कुल अगाडीको बाटो खाल्डो परेको,06/27/2022,सार्वजनिक निर्माण विभाग,closed
936,Ward 31,1298,३१ नम्बर वडा  शंखमुल गणेश मार्ग कोटेश्वर जाने बाटो  ग्रावेल गर्न गएको तर राम्रोसँग नगरि फर्केको ले पून बाटो उस्तै भएको  ,06/26/2022,सार्वजनिक निर्माण विभाग,closed
937,Ward 32,1296,बालकुमारी पुल मुनिको बाटो बिग्रिएकोले बाटो यथाशिघ्र बनाइदिनु पर्यो।,06/26/2022,"सार्वजनिक निर्माण विभाग,Public Health Dept.",closed
938,Ward 11,1295,सहिदगेटको आकाशे पुलको turning मा ठुलो खाल्टो भएर  accident हुने डर रहेकोले बाटो चाडो मर्मत गरियोस।,06/26/2022,सार्वजनिक निर्माण विभाग,closed
939,Ward 1,1292,१ वडा दरबार मार्गको पुर्व गेट अगाडी ढल निर्माणको तुरुन्त  पठाईदिनुहुन अनुरोध छ ।,06/26/2022,सार्वजनिक निर्माण विभाग,closed
940,Ward 31,1291,३१ वडा पुरानो वानेश्वर नजिक लाल बहादुर मम मार्ग फोरोर नउठाएको २५ दिन सईसक्यो ।,06/26/2022,सार्वजनिक निर्माण विभाग,closed
941,Ward 6,1290,बैद्ध मंहाकाल क्षेत्रमा बाटो बिग्रिएर जनजीवन कष्टकर भएको हुँदा बाटो चाडो बनाइयोस।,06/26/2022,सार्वजनिक निर्माण विभाग,closed
942,Ward 29,1287,अनामनगर घट्टेकुलो नजिक सगरमाथा चोक संगममार्गमा ढल फुटेर गनाउने भएको छ। ढलको चाडो मर्मत गरिदिनु पर्यो।,06/26/2022,सार्वजनिक निर्माण विभाग,closed
943,Ward 10,1285,बुद्धनगर मा रहेको पार्वती girls hostel अगाडि सडक भासिएको छ। चाडो मर्मतसम्भार गरिदिनुहुन अनुरोध छ।,06/26/2022,सार्वजनिक निर्माण विभाग,closed
944,Ward 2,1283,लाजिम्पाट  नर्सरी गल्ली वडा नं. २ मा बाटो प्वाल परेको,06/26/2022,सार्वजनिक निर्माण विभाग,closed
945,Ward 15,1281,"वडा नं. १५  डल्लु भगवबन पाउँ स्वयम्भू तल ईश्वर मा.वि नजिकै को बाटो खाल्डो परेको र
जगतसुन्दर मा.वि. कंकेश्वरी मन्दिरको पारी पट्टि डल्लु जाने बाटोमा वजाजको स्वरुम नजिकै बाटो खाल्डो परेरकोले दिनहुँ  सानो ठुलो Accident भईरहेने गरेको
",06/26/2022,सार्वजनिक निर्माण विभाग,closed
946,Ward 10,1280,"१० वडा बुद्धनगरको सिद्धार्थ मार्ग घर अगाडी पानी जमेर निकै समस्या भएको हुँदा यसको 
छिटो सामाधान गरिदिनुहुन ।",,सार्वजनिक निर्माण विभाग,closed
947,Ward 16,1279,बनस्थलि ढुङ्गेधाराबाट नर्सरि जाने बाटोमा खाल्टाखुल्टि भएर आवजावत गर्न कठिन भएको छ। चाडो मर्मत गरिदिनु पर्यो।,06/26/2022,सार्वजनिक निर्माण विभाग,closed
948,Ward 7,1278,सिफलमा 3 वर्ष देखि ढलको बिकराल समस्या रहेकोले यसको चाडो निकास होस,06/26/2022,सार्वजनिक निर्माण विभाग,closed
949,Ward 32,1277,३२ वडा पुष्पाञ्जली मार्ग जडिबुटीमा कृषिबजार जाने बाटोमा ग्रावेल गराईदिनुहुन अनुरोध रहेको छ ।,06/26/2022,सार्वजनिक निर्माण विभाग,closed
950,Ward 31,1271,प्रयाग मार्गमा बाटो खनेर पानि जमेकोले आवतजावत गर्न कठिन भएको छ। बाटो मर्मत गरिदिनु पर्यो।,06/26/2022,सार्वजनिक निर्माण विभाग,closed
951,Ward 32,1270,३२ वडा काटेश्वर बालकुमारी पुलको पूर्व (सुर्यकोट गेट) सि‍.सि.आर.सि कलेज अगाडीबाट जडिबुटी सम्मको अन्दाजी १.५ किलोमिटर बाटो खाल्डो भएको हुँदा यथा शिघ्र मर्मत गरी पाउ ।,06/26/2022,"सार्वजनिक निर्माण विभाग,Public Health Dept.",closed
952,Ward 32,1269,पेप्सिखोला नजिकको अन्नपुर्ण मार्गमा पानि जमेर बाटो बल्क भइ आवतजावत गर्न कठिन भएको ले बाटो सफा गरिदिनुहुन अनुरोध छ।,06/26/2022,सार्वजनिक निर्माण विभाग,closed
953,Ward 16,1267,१६ वडा रिङरोड वनस्थली र सानो भर्‍याङको विचबाट ढुङ्गेधारा हुँदै रानिवन जाने बाटो साह्रै नै विग्रेको र खाल्डो भएको हुँदा  तुरुन्त बाटो बनाइदिनु पर्ने । ढुंगेधाराको विचमा उत्तरराज शर्माले अनियमित रुपले बाटो  मिचेर घर  बनाएको देखिएको छ त्यसको छिटो अनुगमन होस भन्ने अनुरोध छ । ,06/26/2022,"नगर प्रहरी बल,सार्वजनिक निर्माण विभाग",closed
954,Ward 28,1265,भुकृटी मण्डपमा बाटो खाल्टा खुल्टि भएकाले अपाङ्गता भएका व्यक्तिहरुलाइ आवतजावत गर्न कठिन भएको हुदा बाटो मर्मत गरियोस तथा फोहोर पनि भएको तथा जथाभावि पार्किङ्ग भएकाले यसको व्यवस्थापन चाडो गरियोस।,06/26/2022,"नगर प्रहरी बल,वातावरण विभाग,सार्वजनिक निर्माण विभाग",closed
955,Ward 32,1263,३२ वडा जडीबुटी पुष्पाञ्जली मार्गमा बाटो विग्रेको छ तुरुन्त ग्रावेलको लागि आइदिनुहुन अनुरोध छ ।,06/26/2022,सार्वजनिक निर्माण विभाग,closed
956,Ward 16,1261,वडा नं. १६ खुसीबु मेडिकल चोकमा ठुलो ठुलो खाल्डो परेको,06/26/2022,सार्वजनिक निर्माण विभाग,closed
957,Ward 3,1260,"वडा नं. 03 पानी पोखरी जापनिज एम्बेसिको पश्च‍िममा एम्बेसि र लब्सी गार्डेन होटल वीचको बाटोमा रहेको लब्सीको बोट काट्नु पर्ने 
मेलम्चीको पानीको लागि बाटो खनेर बाटो बिग्रेको
लब्सी गार्डेन होटलले लब्सीको हाँगा काटेर बाटोमा फालेको
 ",06/26/2022,सार्वजनिक निर्माण विभाग,closed
958,Ward 16,1259,वडा कार्यालय नजिक सोह्रखुट्टे बाट इन्देणि जान बाटोमा सिटिजन बैकबाट मनमोहन college जाने बाटोमा ढल फुटेर बाटोको छेउतिर ढल बगेको करिब दुइ महिना भइसक्यो। वडा कार्यालयमा भन्दा यसको सुनुवाइ नभएको अवस्था छ। यसको चाडो व्यवस्थापन गरियोस।,06/26/2022,सार्वजनिक निर्माण विभाग,closed
959,Ward 14,1258,कलंकीको main बाटोको बिचमा ठुलो ठुलो खाल्टा भएकाले चाडो बाटो मर्मत गरिदिनु पर्यो।,06/24/2022,सार्वजनिक निर्माण विभाग,closed
960,Ward 26,1256,रानिवारि इन्द्रचोकमा  निर्माणाधिन बाटो ग्राइबेल मात्र गरि छोडेको हुदाँ ग्राइबेलको बालुवा तथा ढुङगा बगेर ढल जाम भएको हुदा ढल सफा गरि चाडो भन्दा चाडो रोकिएको बाटो पिच गरिदिनु पर्यो।,06/24/2022,"वातावरण विभाग,सार्वजनिक निर्माण विभाग",closed
961,Ward 31,1242,भिमसेनगोला शान्तिनगर क्षेत्रमा बाटो जथाभाबी खनेर वर्षायाममा हिलो हुने तथा घाममा धुलोले जनजीवन कष्टकर बनाएको हुँदा चाडो बाटो मर्मत गरियोस।,06/24/2022,"सार्वजनिक निर्माण विभाग,Ward 31",closed
962,Ward 8,1160,तिलगंगा आखा हस्पिटल नजिकैबाट ढल निस्केर बाटाेमा वगेकाे छ छिटो सामाधान गरिदिनुहुन ।,06/22/2022,सार्वजनिक निर्माण विभाग,closed
963,Ward 31,172,३१ नं. वडा क्षितिज मार्ग मेरिड स्क्रुल जाने बाटाेमा पानी जम्छ यसकाे सामाधान गरिदिनु पर्ने ।,06/20/2022,"सार्वजनिक निर्माण विभाग,Ward 31",closed
964,Ward 30,119,ज्ञानेश्वरबाट रातोपुल जाने पुलकोतल ढलको ढकन नभएकोले दुर्घटना हुने डर रहेकोले छिटो समाधान गर्नु पर्ने ,06/20/2022,सार्वजनिक निर्माण विभाग,closed
965,Ward 31,72,"वडा नं. ३१ भिमसेन गोल, शान्तिनगर जाने कलि नागेश्वर मन्दिन अगाडि बाटो विग्रिएको हुदा बाटो मर्मत गर्नुपर्ने।",06/17/2022,"सार्वजनिक निर्माण विभाग,Ward 31",closed
966,Ward 3,61,सांग्रीला हाेटलबाट रानीबारी जाने बाटाेमा खाल्डाे रहेको।,06/16/2022,सार्वजनिक निर्माण विभाग,closed
