S.N,Ward No.,Case No.,Brief Description of the grievance,Date of Grievance,Department,Status
2503,Ward 8,4321,गृहेश्वरि पछाडि दाइ भवन यातायात विभाग संगै बाटामा बाइक दुवै तर्फ पार्किङ्ग गरेर बाटो अवरोध भयो।विशेष गरि विहान ९ बजे देखि १ बजे सम्म पार्किङ्ग हुन्छ। पार्किङ्ग व्यवस्थापन गरिदिनुहुन अनुरोध छ।,02/17/2023,नगर प्रहरी बल,closed
2504,Ward 14,4319,कलंकि खसिबजार सिता पेट्रोल पम्पमा पेट्रोल भर्ने गाडिले त्यसै बाटो अवरुद्ध हुन्छ।त्यसमाथि बाटामा गाडी पार्किङ्ग गरेर बाटो अवरुद्ध भयो। ट्राफिक कार्यालयलाइ जानकारि गराउदा कुनै सुनुवाइ भएन। पार्किङ्ग व्यवस्थापन गरिदिनुुहन अनुरोध छ।,02/15/2023,नगर प्रहरी बल,closed
2505,Ward 32,4312,कोटेश्वर भाटभटेनि नजिक नमस्ते गेष्ट हाउस काउन्टरले चिया बनाएर चियापत्ति तथा अन्य पसलबाट सिर्जित फोहोर मेन बाटोमा फालेर फोहोर गर्नुभएको छ। फोहोर व्यवस्थापन गरिदिनुहुन अनुरोध छ।,02/13/2023,"नगर प्रहरी बल,वातावरण विभाग",closed
2506,Ward 5,4310,"हाडिगाए ढुङ्गेधारा मार्ग तिनकुने पार्क 40 chair रेष्टुरेन्ट नजिक बाटोभरि ३५, ४० वटा बाइक पार्किङ्ग गरेर आवतजावत तथा घरबाट सवारि साधन निकाल्नै गाह्रो भयो। पार्किङ्ग हटाइदिनुहुन अनुरोध छ।",02/13/2023,नगर प्रहरी बल,closed
2507,Ward 13,4306,कुलेश्वरमा अटोमोबाइललाइ पार्किङ्ग गर्न दिएको छैन जसले गर्दा त्यसको सट्टा अटोमोबाइलले भित्रि बाटोमा पार्किङ्ग गरेर त्यहाका स्थानिय तथा सर्वसाधारणले बाटो हिड्न तथा गाडि निकाल्न असहज भयो।भित्रि बाटोमा पनि का.म.पा को नगर प्रहरि खटाएर चिट काट्ने काम भयो भने समस्या समाधान हुुने थियो भनि सुझाब आएको हुन। आवश्यक काम गरिदिनुहुन अनुरोध छ।,02/12/2023,नगर प्रहरी बल,closed
2508,Ward 17,4305,"का.म.पा. १७, १८ वडा डल्लु पुल देखि इन्दायणि मन्दिरसम्मको बाटोमा फुटपाथ पसल पार्किङ्ग गरेर बाटो अवरुद्ध भयो हटादिनुहुन अनुरोध छ। साथै त्यस क्षेत्रमा नक्शा पास बेगर गारेज बनाएर ध्वनि प्रदुषण भयो। नक्सा पास बेगरको संरचनाहरु हटाउनुहुन अनुरोध छ।",02/12/2023,नगर प्रहरी बल,closed
2509,Ward 16,4303,"का.म.पा २६ वडा स्थित सामाखुशिस्थत पुर्व वर्गर हाउस र पश्चीम आत्माज्ञान प्रचार संघ विचको कि.न. १७ , ३३९ र २९० को  करीव १ रोपनि सार्वजनिक जग्गा तेहाँका स्थानियले अतिक्रमण गरी निजी प्रयोग गर्ने गरेकोले  नियनत्रण गरी संरक्षण गरी पाउँ ।",02/12/2023,नगर प्रहरी बल,closed
2510,Ward 6,4302,चाबेल helping hand hospital अगाडिको बाटोमा जथाभावि पार्किङ्ग गरेर एकदमै जाम भएको छ।पार्किङ्ग हटाइदिनुहुन अनुरोध छ।,02/10/2023,नगर प्रहरी बल,closed
2511,Ward 10,4300,नयाँ वानेश्वर देखी पुरानो वानेश्रर IPEX Complex जानेवाटोमा पसल अगाडी फुटपाथमा डमी राखेर हीड्न असुविधा भयो ।,02/10/2023,नगर प्रहरी बल,closed
2512,NoWard,4296,बसन्तपुर शिव आर्केको तल जुत्ता पसल बसिराखेको छ साथै त्यहा जथाभावि बाइक पार्किङ्ग गरेको हुन्छ।जुत्ता पसल हटाइदिनुहुनअनुरोध छ।साथै त्यस क्षेत्रको फुटपाथ पसलहरु पनि हटाइदिनुहुन अनुरोध छ।,02/09/2023,नगर प्रहरी बल,closed
2513,Ward 26,4294,कालिकास्थान न्यू प्लाजा रोड बासघारि संगै पानिका पाइप फुटेर बाटाभरि गएको घर भित्र पनि छिर्न लाग्यो। खानेपानिको अफिस बानेश्वरमा जानकारि गराउदा पनि सुाुवाइ भएर।यसको चाडो व्यवस्थापन गरिदिनुहनु अनुरोध छ।,02/08/2023,"नगर प्रहरी बल,Mayorसचिवालय",closed
2514,Ward 26,4291,ठमेल कर्मचारि संचयकोष अगाडी बाटो छेकेर जुत्ता मर्मत गरेर बसिराखेको छ। बाटो खालि गरिदिनुहुन अनुरोध छ।ताकेता,02/07/2023,नगर प्रहरी बल,closed
2515,Ward 7,4290,"चाबहिल चोक देखि गोपिकृष्ण हल जाने दाहिने साइटमा १० बजे देखि पेटिभरि जुत्ता बनाउने ,बाइक पार्किङ्ग, सुन्तला बाटोमा बेचेर बाटो अवरुद्ध गरि आवतजावत गर्न समस्या भयो। यसको व्यवस्थापन गरिदिनुहुन अनुरोध छ।यो समस्या धेरै पटक भनेको तर सुनुवाइ नभएकाले यथाशिघ्र काम गरिदिनुहन अनुरोध छ।",02/07/2023,नगर प्रहरी बल,closed
2516,Ward 16,4288,सोह्रखुट्टेबाट ठमेल जाने बाटोको मुन लाइट गल्लिको अपोजिट साइटमा बाटोमा वाइरिङ्ग गरेर फलामको खुट्किला राखेको छ जसले गर्दा हिड्न असजिलो भयो। फलामको खुट्किला हटाइदिनुहुन अनुरोध छ।,02/07/2023,नगर प्रहरी बल,closed
2517,Ward 16,4284,वोहोरा टार हाईटमा विहान कुकुरलाई डुलाएर मेरो घर अगाडी दिशा गरायो कार वाही गरीदीनु पर्यो।,02/06/2023,नगर प्रहरी बल,closed
2518,Ward 13,4283,"ताहाचल शिक्षाकार्यालयको पछाडीरहेको मौउण्ट ग्लोरी स्कुलको अगाडी वाटो साँगुरो भएर पानिको ट्याँकरले हानेर आज एक वच्चाको निधन भयो, साँगुरो वाटो मापनि जथाभावी पारकीङ गरेर झनै अस्त व्यस्तछ हटाउनु पर्यो, वाटो पनी वडाउनु पर्यो । ",02/06/2023,नगर प्रहरी बल,closed
2519,Ward 16,4282,वनस्थली चोक वाट खरीवोट जाने वाटोमा पुरैठेलागाढामा तरकारी राखेर ब्यापार गरेर वाटो छीर्न नसकीने अवस्था छ कारवाही गर्नु पर्‍यो,02/06/2023,नगर प्रहरी बल,closed
2520,Ward 14,4281,कुलेश्वर फलफुल मंडी रहेको कृषिसामाग्रि संसथान हातामा फोहोर वालेर हामी टोलमा बसोवास गर्ने वृद्ध बिरामी हरुलाई  धेरै गाह्रो भयो ।,02/06/2023,नगर प्रहरी बल,closed
2521,Ward 10,4277,बिजुलि बजार kings college नजिक बाटोमा जथाभावि गाडि तथा कार पार्किङ्ग गरेर आवतजावतमा समस्या भयो। पार्किङ्ग क्षेत्र खालि हुन्छ तर गाडि बाटोमा पार्किङ्ग गरिन्छ।यसको व्यवस्थापन गरिदिनुहुन अनुरोध छ।,02/05/2023,नगर प्रहरी बल,closed
2522,Ward 11,4276,त्रिपुरेश्वर परराष्ट्र मन्त्रालय नजिक २ जना माग्ने बस्ने र जबरजस्ति पैसा मागेर सताएका छन। माग्ने व्यवस्थापन गरिदिनुहुन अनुरोध छ।,02/05/2023,नगर प्रहरी बल,closed
2523,Ward 15,4275,स्वयांभू हुलाक कार्यालय को अगाडी सडकमै ठेलागाढा राखेर तरकारी व्यापार गरेकोछ हटाउन पर्‍यो ।,02/05/2023,नगर प्रहरी बल,closed
2524,Ward 13,4274,डल्लु झुलुङ्गे पुलबाट जगत सुन्दर नेवारि स्कुलबाट कालिमाटि जाने बाटोको राइट साइडमा बालुवाको डिपो राखिएको छ जसले गर्दा डिपो पछाडीको घरमा एकदमै धुलो हुने भएकाले डिपो हटाइदिनुहुन अनुरोध छ।,02/04/2023,नगर प्रहरी बल,closed
2525,Ward 11,4272,टेकु स्थित राजेश हार्डवर अगाडीको फुटपाथमा तेहाँको घर को विमले फुटपाथमा छेकेर डिस्टर्व गरेकोछ हटाउन पर्‍यो।,02/02/2023,नगर प्रहरी बल,closed
2526,Ward 13,4271,कालिमाटि टेकु तथा त्रिपुरेश्वर क्षेत्रमा block हरु निस्किएको छ। block मिलाइ राखिदिनुहुन अनुरोध छ। साथै त्यो क्षेत्रमा पोलमा जथाभावि पेपरहरु टासेर विज्ञापन गरेको हुन्छन।यसलाइ नियन्त्रण गरिदिनुहुन अनुरोध छ।साथै ढल पनि सफा गरिएको छैन।सफा गरिदिनुपर्यो।र यस क्षेत्रमा घर नं प्रणालि राखेको भए कर तिर्न सहज हुनेथियो भनि सुझाब पनि आएको छ।,02/03/2023,"नगर प्रहरी बल,वातावरण विभाग,Mayorसचिवालय",closed
2527,Ward 32,4270,तिनकुने सिद्धार्थ कटेज नजिक जथाभावि पार्किङ्ग गरेर आवतजावतमा समस्या भयो।नगर प्रहरि आउदा पार्किङ्ग हटाउछन त्यसपश्चात नगर प्रहरि गएपछि पुन जथाभावि पार्किङ्ग गर्ने गरेका छन।पार्किङ्ग व्यवस्थापन गरिदिनुहुन अनुरोध छ।,02/01/2023,नगर प्रहरी बल,closed
2528,Ward 32,4269,"तिनकुने गौरिगाउ बेन्जेन हाउस नजिक केहि दिन अघि का.म.पा. ले सफा गरेकोमा हिजो ३, ४ जना मिलेर 
सार्वजनिक ठाउँमा टिन ठोकेर बस्न लागेको हुदा त्यो हटाउन अनुरोध छ।",02/01/2023,नगर प्रहरी बल,closed
2529,Ward 27,4268,न्युरोड महाबौद्धमा माग्नेहरुले दुख दिइराखेको छ। माग्नेलाइ नियन्त्रण गरिदिनुहुन अनुरोध छ साथै न्युरोड को पार्किङ्ग हटाएर दरबारमार्गको जस्तो बाटो ठुलो बनाउन पर्यो भनि सुझाब आएको छ।,01/31/2023,नगर प्रहरी बल,closed
2530,Ward 9,4264,"सिनामंगल गुणकोलनि देखि दक्षिण पट्टि एउटा कबाडि उद्योग छ जसले यस टोलका बासिन्दालाइ  राति सुत्न पनि दिदैन होहल्ला तथा ठोक्ठाक आवाज ले निदाउन सकिदैन। ध्वनि प्रदुषण नियन्त्रण गरिदिनुहुन अनुरोध छ।साथै यस क्षेत्रमा फोहोर पनि त्यतिकै गरेकोछ। फोहोर पनि व्यवस्थापन गरिदिन
हुन अनुरोध छ।",01/31/2023,"नगर प्रहरी बल,वातावरण विभाग",closed
2531,Ward 9,4263,,01/31/2023,"नगर प्रहरी बल,वातावरण विभाग",closed
2532,Ward 21,4262,न्युरोड पिपलबोटमा २ जना केटाहरुले पैसा माग्दै गित गाउदै गर्दछन। त्यसलाइ  यसो नगर भन्दा पनि मान्दैनन्र। माग्ने हटाइदिनुहुन अनुरोध छ।,01/30/2023,नगर प्रहरी बल,closed
2533,Ward 26,4260,कपुरधारा पराक्रमी मर्गको फारम्सी भन्दा २ घर भित्र देव्रे साइडको १२ फिटेरोडमा बिना स्वीकृती गेट राखेकोछ वडा कार्यालयलाइ जनाकारी गराउदा पनि सुनुवाइ भएन ।,01/30/2023,नगर प्रहरी बल,closed
2534,Ward 26,4259,नयाँ वसपार्क पछाडी रहेको  मित्रनगर स्थित पानी ट्याँकी को सामुन्ने रहेको Hotel Clacio In को वेसमेन्ट मा डान्सवार रेष्टुरेन्ट राखेर चलाएको छ जस्ले गर्दा टोलमा होहल्ला भएर वस्न नसक्ने भयो ।,01/30/2023,नगर प्रहरी बल,closed
2535,Ward 7,4257,गौरीघाट वाट टुसाल जाने वाटोमा रहेको कुटुम्व कुन्जले सार्वजनिक जग्गा मिचेर घर निर्माण गरेकोछ ।,01/29/2023,नगर प्रहरी बल,closed
2536,Ward 27,4247,भोटाहिटि गल्लिमा no parking लेखिएको ठाउमा बाइक पार्किङ्ग गरिएको छ पार्किङ्ग हटाइदिनु भनि वडा नं २७ का वडा सदस्यबाट गुनासो आएको हुदा जथाभावि पार्किङ्गमा राख्नेलाइ कारबाहि गरिदिनुहुन अनुरोध छ।,01/24/2023,नगर प्रहरी बल,closed
2537,Ward 14,4244,खसि बजार सिता पेट्रोल पम्प संगै टहरा राखेर व्यापार गरिरहेको छन। जसले आवतजावतमा समस्या भयो।टहरा हटाइदिनुहुन अनुरोध छ।,01/24/2023,नगर प्रहरी बल,closed
2538,Ward 14,4243,कलंकि चोकमा बाटाभरि कपडा बेच्न राखेको छ। हटाउनु पर्यो।,01/24/2023,नगर प्रहरी बल,closed
2539,Ward 32,4242,"महादेवस्थान देखि खरिबोटसम्म र कोटेश्वर सेति ओपि क्लब देखि सहयोगि नगर चोकसम्म पेटीमा सामान राख्ने, बाटोमा सामानहरु बेच्ने तथा जथाभावि बाइक पार्किङ्ग गरेर आवतजावतमा समस्या भयो। पेटिको सामान तथा फुटपाथ पसल नियन्त्रण गरि पार्किङ्ग व्यवस्थित गरिदिनुहुन अनुरोध छ।",01/24/2023,नगर प्रहरी बल,closed
2540,Ward 14,4241,कलंकि सिता पेट्रोल पम्प अगाडि टहरा बनाएर गाडामा व्यवसाय संचालन गरिराखेको छन।यसको व्यवस्थापन गरिदिनुहुन अनुरोध छ।,01/23/2023,नगर प्रहरी बल,closed
2541,Ward 7,4240,चाबहिलबाट सुकेधारा जाने बाटोमा फलफुल तथा जुत्ता मर्मत गर्ने गरेर बाटो हिड्न नसक्ने भयो तथा  संचयकोष वडा नं २६ अगाडि बाटो ढाकेर जुत्ता मर्मत गर्न बसेर बाटो अवरोध भयो।यसको नियन्त्रण गरिदिनुहुन अनुरोध छ।,01/23/2023,नगर प्रहरी बल,closed
2542,Ward 26,4238,लैनचौर दुग्ध विकासबाट १०० मि. अगाडि इन्डियन एम्बेसि जाने बाटोमा ब्लक छापेको बाटोमा विशेष खाजा पसलले डबल पार्किङ्ग गरेर बाटो हिड्ने ठाउ छैन।पार्किङ्ग हटाइदिनुहुन अनुरोध छ।,01/23/2023,नगर प्रहरी बल,closed
2543,NoWard,4235,"का.म.पा. ले बिहान सधै बाटो सफा गर्छ तर विहान ११ बजे देखि फेरि पसलेहरुले विशेष गरि किराना पसलले भोला, करेन्ट बिक्रि गरेर ग्राहकहरुले जथाभावि फोहोर गरेका छन। त्यसैले जथाभावि फोहोर गर्न उपर कारबाहि चलाउन हुन अनुरोध छ।",01/23/2023,नगर प्रहरी बल,closed
2544,Ward 31,4233,महादेव स्थान चोक तल नगर प्रहरीले एउटा मान्छेको मात्र ५००००/- जतिको सामान उठाएर लग्यो। अरुलाइ छुदै छुदैन।नियम भनको सबैलाइ बराबर हुन पर्छ।पछ्एपात गर्न पाइदैन भनि गुनासो आएको छ।,01/23/2023,"नगर प्रहरी बल,Mayorसचिवालय",closed
2545,Ward 16,4230,गंगबु बिजिमल छेउको उत्तर पट्टिको सानो गल्लिमा फुटपाथ व्यापार गरेर बाटो हिड्नै अवरुद्ध छ।फुटपाथ व्यापार हटाइदिनुहुन अनुरोध छ।,01/18/2023,नगर प्रहरी बल,closed
2546,Ward 10,4226,बानेश्वर भुपिशेरचनमार्ग पिस प्वाइन्ट स्कुल संगैको बाटोमा निर्माण सामाग्रि राखेर आवतजावतमा समस्या भयो।निर्माण सामाग्रि हटाइदिनुहुन अनुरोध छ।,01/17/2023,नगर प्रहरी बल,closed
2547,Ward 7,4225,"चाबेल सुकेधारा जाने बाटोमा जुत्ता चप्पल राखेर आवतजावतमा समस्या भयो।साथै  बौद्ध जाने बाटोको देब्रेपट्टि सुन्तला बेच्न राखेको हुन्छ। गोपिकृष्ण हलमा पनि यस्तै फुटपाथ पसल छन।यसलाइ हटाइदिनुहुन अनुरोध छ। यो गुनासो गरेको ४, ५ पटक भैसक्दा पनि किन केहि कारबाहि नभएको भनि गुनासो समेत आएको हुदाँ यसको यथाशिघ्र काम गरिदिनुहुन अनुरोध छ।",01/17/2023,नगर प्रहरी बल,closed
2548,Ward 7,4223,कालोपुल मा साना साना बोटविरुवा भाचेर सबै सिध्धिन लाग्यो।त्यसलाइ बेलामा पानि हालेर संरक्षण गर्न पर्यो भनि सुझाव आएको छ।,01/17/2023,"नगर प्रहरी बल,वातावरण विभाग",closed
2549,NoWard,4221,दृष्टिविहिनलाइ बाटोमा माग्न दिइदैन जसले गर्दा जनजिबन एकदमै कष्ठकर भयो।काम गर्न नसकिने भएकोले बाटोमा माग्न दिनुपर्यो।का.म.पा. भित्र घर भएकालाइ नगर प्रहरिले नहटाउने र घर नभएकालाइ बाटोमा माग्न बस्दा हटाउने विभेद गरेको भनि गुनासो आएको छ।कि दृष्टीविहिनलाइ केहि सुविधा दिनुपर्यो नभए बाटोमा माग्न दिनुपर्यो भनि गुनासो आएको छ।,01/16/2023,"नगर प्रहरी बल,Mayorसचिवालय",closed
2550,Ward 16,4220,बालाजु गणेश मन्दिर अगाडि गाडामा सामानहरु बेचिरहेको छ।हटाइदिनुहुन अनुरोध छ।ताकेता,01/16/2023,नगर प्रहरी बल,closed
2551,Ward 17,4216,वडा नं १७ धोविचौरमा बाटो मिचेर गुठिको जग्गामा बाटोको जग्गा मिचेर पर्खाल हालि रहेको छ।आवश्यक अनुगमन गरि पर्खाल चाडो बनाउन अनुरोध छ।,01/14/2023,"नगर प्रहरी बल,सार्वजनिक निर्माण विभाग",closed
2552,Ward 16,4213,बालाजु गणेश मन्दिरमा पार्किङ जथाभावि गर्ने गरेको तथा ठेला गाडामा सामान बेचिरहेको छ।यसको नियन्त्रण गरिदिनुहुन अनुरोध छ। यो गुनासो धेरै पटक आएकोले यसको व्यवस्थापन चाडो गरिदिनुहुन अनुरोध छ।,01/13/2023,नगर प्रहरी बल,closed
2553,Ward 11,4210,त्रिपुरेश्वर पास्पोर्ट अफिस अगाडि अत्याधिक जाम छ। गाडि मोटर साइकल पनि त्यहि पार्किङ्ग गरेर छिर्नै नसकिने भयो। पार्किङ्ग हटाइदिनुहुन अनुरोध छ। यो यस भन्दा अघि पनि गुनासो गरेकोमा केहि सुनुवाइ भएन।यसको यथाशिघ्र काम गरिदिनुहुन अनुरोध छ।,01/12/2023,नगर प्रहरी बल,closed
2554,Ward 32,4209,पेप्सिकोला टाउन प्लानिङ्ग भित्र विहानै देखि ठेलागाडा तथा साइकलमा सुन्तला बेच्दै हिड्छन। सटर गरि व्यापार गर्ने व्यापारिलाइ असहज भयो। यसमा नियन्त्रण गरिदिनुहुन अनुरोध छ।,01/12/2023,नगर प्रहरी बल,closed
2555,Ward 16,4208,बालाजु गणेश मन्दिरमा पार्किङ जथाभावि गर्ने गरेको तथा ठेला गाडामा सामान बेचिरहेको छ।यसको नियन्त्रण गरिदिनुहुन अनुरोध छ।,01/12/2023,नगर प्रहरी बल,closed
2556,Ward 1,4205,कमल पोखरीमा पानी कम भएर माछाहरु धमाधम मर्न थाले धेरै फोहोर पनी भयो केही गर्नु पर्‍यो ।,01/12/2023,नगर प्रहरी बल,closed
2557,Ward 2,4204,"शुवर्णशमशेर मार्ग गौरिधारा मार्गमा ४, ५ वटा घरको बाटोमा दुवै तर्फ बाइक पार्किङ्ग गरेर बाटोमा हिड्ने ठाउँ छैन।यस्तो नगर भन्दा झगडा गर्न आउछन।बिहानै बाइक पार्किङ्ग गरेर बेलुका लिन आउछन।पार्किङ्ग हटाइदिनुहुन अनुरोध छ।",01/12/2023,नगर प्रहरी बल,closed
2558,Ward 26,4203,केशरमहल वर पर ह्विलचियर वला माग्ने वच्चा देखि ब‍ृद्य सम्मका माग्नेले दुख दियो दुर्घटना हुने सम्भावना भयो नियनत्रण गर्नु पर‍यो ।,01/12/2023,नगर प्रहरी बल,closed
2559,Ward 6,4201,रामहिटिबाट कपन जाने ठाडो बाटोमा ठेला गाडामा सामान बेचिरहेको छ।ठेला गाडा हटाइदिनुहुन अनुरोध छ।,01/12/2023,नगर प्रहरी बल,closed
2560,Ward 6,4197,बौद्ध कपन रामहिटिमा फुटपाथमा पसल गरेर तथा ठेलागाडा मा व्यापार गरेर आवतजावतमा समस्या भयो।फुटपाथ पसल हटाइदिनुहन अनुरोध छ।,01/10/2023,नगर प्रहरी बल,closed
2561,Ward 4,4196,धुमबाराहि चोकको हाउजिङ्ग साइटमा ठेला गाडा राखेर बच्चाहरुलाइ हिड्न गाह्रो भयो।ठेला गाडा हटाइदिनुहुन अनुरोध छ।,01/10/2023,नगर प्रहरी बल,closed
2562,Ward 27,4191,महाबौद्धमा शिवरात्रि नजिकिदै गरेको अवस्थामा पसल पसलमा एकदमै धेरै जोगि बनेर माग्न आउने गरेर पसलेहरुलाइ दुख दिएको छ।यसको सम्बन्धमा आवश्यक काम गरिदिनुहुन अनुरोध छ।,01/10/2023,नगर प्रहरी बल,closed
2563,NoWard,4190,भेडासिं वाङगेमुडा क्षेत्रमा ठेलागाडा र फुटपाथ व्यापार गरेर वाटो अवरुद्द हुनेगरेको छ हटाउन पर‍यो ।,01/10/2023,नगर प्रहरी बल,closed
2564,Ward 31,4189,३१ वडाको शान्तिनगर स्थित फुडसल अगाडी रोडमा  निर्माण सामाग्री सडकमा राखेर वाटो अवरुद्द गरायो ।,01/10/2023,नगर प्रहरी बल,closed
2565,Ward 31,4188,शान्तिनगर गेट भित्रको क्षेत्रमा हिजो नगर प्रहरीको गाडि गएको तर कसैको बोर्ड लगेको कसैको नलगेको असमान व्यवहार भएको भनि गुनासो पनि आएको छ।साथै त्यो क्षेत्रमा फुटपाथ तथा पेटिमा पसलका सामान राखेको अवस्था छ र दिउसो २ बजेपछि दुबै तर्फ पार्किङ्ग गरेर पनि आवतजावतमा समस्या भयो।यस सम्बन्धमा आवश्यक काम गरिदिनुहुन अनुरोध छ।,01/10/2023,नगर प्रहरी बल,closed
2566,Ward 10,4187,शंखमुल सानदार मम सेन्टरमा बेलुकापख दुवै तिर पार्किङ्ग गरेर बाटो पुरै जाम हुन्छ।पार्किङ्ग हटाइदिनुहुन अनुरोध छ।,01/10/2023,नगर प्रहरी बल,closed
2567,Ward 16,4186,बालाजु गणेश मन्दिर भत्काएको छ।त्यस ठाउँमा विहानदेखि बेलुकासम्म गाडामा सामानहरु बेचिरहेको हुन्छ।गाठाहरु हटाइदिनुहुन अनुरोध छ।,01/10/2023,नगर प्रहरी बल,closed
2568,Ward 25,4185,विशालबजार नजिकको अम्बे शाडि सोरुम अगाडी फुटपाथमा व्यापार गर्ने गरेको छ।नगरप्रहरीलाइ थाहा हुदा नि केहि गर्दैनन्।नगर प्रहरी परिवर्तन गरि फुटपाथ व्यापार नियन्त्रण गरिदिनुहुन अनुरोध छ।,01/09/2023,नगर प्रहरी बल,closed
2569,Ward 17,4184, ktm गाडि workshop ले  मेशिन चलाउदा ठुलो ठुलो आवाजले बुद्धहरु बस्न एकदमै गाह्रो भयो।यो गुनासो पहिला पनि गरेको भएता पनि कुनै कारबाहि भएन भनि गुनासो आएको छ। यस सम्बन्धमा चाडो काम गरियोस।,01/09/2023,नगर प्रहरी बल,closed
2570,Ward 32,4183,वाइट हाउस अगाडि अव्यवस्थित पार्किङ्ग गरेर बाटो अवरोध  भयो।पार्किङ्ग नगर भन्दा झगडा गर्न आउछन।पार्किङ्ग हटाइदिनुहुन अनुरोध छ।,01/09/2023,नगर प्रहरी बल,closed
2571,Ward 26,4182,रानिवारि चोकमा गुनासोकर्ताको पसल अगाडि ठेला गाडँमा फलफुल बेचिरहेको छ।यहाबाट हटाइदिनु भन्दा अटेर गरेर बस्छन।ठेला गाडा हटाइदिनुहुन अनुरोध छ।,01/09/2023,नगर प्रहरी बल,closed
2572,Ward 7,4181,चाबहिल बौद्ध जाने बाटोमा सुन्तला बदाम बेचेर बसिरहेको छ। चाबहिलको बैक अफ काठमाडौ बाटोमा जुत्ता मर्मत गरेर पनि बसेको छ।नगर प्रहरीले फुटपाथ नियन्त्रणमा कडाइ होस भनि सुझाब आएको छ। यो गुनासो हिजो पनि आएको तर केहि काम नभएको भनि गुनासो आएको हुदाँ यसको कारबाहि चाडो गरियोस।,01/09/2023,नगर प्रहरी बल,closed
2573,Ward 2,4180,गौराधारा सुवेणशमशेर मार्गमा बाइकहरु जथाभावि पार्किङ्ग गरेर घरबाट गाडि तथा बाइक नै निकाल्न गाह्रो भयो।पार्किङ्ग हटाइदिनुहुन अनुरोध छ।,01/08/2023,नगर प्रहरी बल,closed
2574,Ward 32,4179,यरपोर्टको गेट वाट थोरै अगाडी  गौशाला तरफ आउदा शंभु मार्ग छिर्ने वाटोमा धरै संख्यामा साइकल र ठेलामा व्यापार गर्ने गरेका छन वाटोनै जाम हुन्छ हटाउनु पर्‍यो । ,01/08/2023,नगर प्रहरी बल,closed
2575,Ward 7,4177,चाबहिल बौद्ध जाने बाटोमा सुन्तला बदाम बेचेर बसिरहेको छ। चाबहिलको  बैक अफ काठमाडौ बाटोमा जुत्ता मर्मत गरेर पनि बसेको छ।नगर प्रहरीले फुटपाथ नियन्त्रणमा कडाइ होस भनि सुझाब आएको छ।,01/08/2023,नगर प्रहरी बल,closed
2576,Ward 1,4173,ठमेल तथा केशरमहल बाट दरबार मार्ग जाने बाटोमा माग्ने धेरै हुन्छन। यस्तो पर्यटकिय क्षेत्रमा माग्ने निषेध गरिनुपर्यो।जसले नेपालको इज्जत घटाउछ भनि सुझाब आएको छ।,01/08/2023,"नगर प्रहरी बल,Mayorसचिवालय",closed
2577,Ward 2,4172,सुवेण शमशेर मार्गमा स्कुटर बाइक राखेर बाटो हिड्न अवरोध भयो।यस्तो नगर भन्दा हप्काउछन।पार्किङ्ग हटाइदिनुहुन अनुरोध छ।,01/06/2023,नगर प्रहरी बल,closed
2578,Ward 29,4170,चारखाल अड्डा डिल्लिबजार गुर्जुमार्ग ठुलो पिपल बोट  मुनि जथाभावि बाइक पार्किङ्ग गरेर घरबाट बाइक तथा गाडि नै निकाल्न अप्ठयारो भयो। पार्किङ्ग हटाइदिनुहुन अनुरोध छ।,01/06/2023,नगर प्रहरी बल,closed
2579,Ward 14,4169,सिता पेट्रोल पम्प कंलकि बिच बाटोमा टहरा बनाएर चिया नास्ता पसल राखेको छ।पार्किङ्ग तथा आवतजावतमा समस्या भयो। टहरा हटाइदिनुहुन अनुरोध छ।,01/06/2023,नगर प्रहरी बल,closed
2580,Ward 1,4168,नक्साल भगवति मन्दिर तल साइकल ठेलागाडामा तरकारि तथा फलफुल राखेर बाटोमा व्यापार गरिरहेका हुन्छन।जसले आवतजावतमा समस्या भयो।साइकल तथा ठेलागाडा हटाइदिनुहुन अनुरोध छ।,01/05/2023,नगर प्रहरी बल,closed
2581,Ward 23,4167,ओमबहाल चोकमा one way बाटोमा पार्किङ्ग गरेर बाटो अवरोध गरेको छन।पार्किङ्ग व्यवस्थापन गरिदिनुहुन अनुरोध छ।,01/05/2023,नगर प्रहरी बल,closed
2582,Ward 7,4166,चाबहिल कुमारि गालमा रहेको सुकुम्बासि बस्तिमा घर भएको हुकुमबासि पनि छन। धेरै भाडामा दिएर भाडा खाएका पनि छन। आवश्यक छानविन गर्नुपर्यो।,01/05/2023,"नगर प्रहरी बल,Mayorसचिवालय",closed
2583,Ward 2,4165,गौरिधारा सुवर्णशमशेर मार्गको सानो गल्लिमा जथाभावि बाइक पार्किङ्ग गरिदिदा घरबाट गाडि तथा बाइक निस्कनै गाह्रो भयो।पार्किङ्ग हटाइदिनुहुन अनुरोध छ।यो पटक पटक भन्दा पनि सुनुवाइ भएन भनि गुनासो आएको हुदाँ यसको चाडो कारबाहि गरिदिनुहुन अनुरोध छ।,01/05/2023,नगर प्रहरी बल,closed
2584,Ward 9,4164,माइति नेपाल मार्गमा ठेला गाडमा सामान बेच्ने गर्छन।का.म.पा को गाडि आउने बित्तिकै भित्र लेकाउछन र गाडि गएपछि पुन बाटोमा बेच्न् गर्दछन।यसको व्यवस्थापन गरिदिनुहुन अनुरोध छ।,01/05/2023,नगर प्रहरी बल,closed
