S.N,Ward No.,Case No.,Brief Description of the grievance,Date of Grievance,Department,Status
520,Ward 16,8008,ढुगेंधारा अन्र्पूर्ण चाेक पछाडी मन्दिर वरपर धेरै विरालाहरु फैलिएर अशान्त भयाे बन्धाकरण गरिदिनुपराे । ,12/11/2023,कृषि तथा पशुपक्षी विभाग,closed
521,Ward 17,8007,"क्षेत्रपाटी साइड बेली नेपाल हाेटैल वरीपरी एउटा बिरामी कुकुर देखिएकाे छ जसकाे खाेक्ने ,काम्ने जस्ता लक्षण देखा परेकाे कुकुर छ  जसलाई नाैलाे राेग लागेकाे छ यसकाे उपचारकाे लागि अनुराेध छ । ",12/11/2023,कृषि तथा पशुपक्षी विभाग,closed
522,Ward 10,8004,बायाेडीन फार्मेसी शंखमूल बाट फर्मासिस्ट नपढेकाे मानिसले औषधि बेचिरहेकाे छ । अनुगमनकाे लागि अनुराेध  छ । ,,"कृषि तथा पशुपक्षी विभाग,जनस्वास्थ्य महाशाखा,Public Health Dept.",closed
523,Ward 9,8003,सिनामंगल भत्केकाे पाटि तिलगंगा हस्पिटल जाने किनारामा रहेकाे रामेछाप खाजाघर नजिक बिरामी कुकुर छ उद्धारकाे लागि अनुराेध छ। ,12/10/2023,कृषि तथा पशुपक्षी विभाग,closed
524,Ward 11,8002,C. T. C  महलमा एउटा कुकुर छ त्यसलाई बध्याकरण गरिदिनुपराे । ,12/10/2023,कृषि तथा पशुपक्षी विभाग,closed
525,Ward 11,8001,११ नं वडा  दशरथ रंगशाला भित्र फुटबल चलिरहेकाे बेला ५०० ml  काे पानीकाे बाेतललाई रु ५०  रुपैयाँमा बेच्छन् बिल माग्दा  दिदैनन् यसकाे बिशेष अनुगमन गरिदिनुहुन अनुराेध छ । ,12/10/2023,"नगर प्रहरी बल,कृषि तथा पशुपक्षी विभाग",closed
526,Ward 7,7999,७ नं वडा कपन धराने पुलमा एउटा कुकुर लाई बन्धाकरण गर्नु पराे । ,12/9/2023,कृषि तथा पशुपक्षी विभाग,closed
527,Ward 7,7998,७ नं वडा कपन धराने पुलमा एउटा कुकुर लाई बन्धाकरण गर्नु पराे । ,12/9/2023,कृषि तथा पशुपक्षी विभाग,closed
528,Ward 11,7993,थापाथली corporate building भित्र २ वटा कुकुर छन तिनीहरुले धेरै मानिसलाई  टाेकि पनि सकेकाे छ यसकाे समाधानकाे लागि अनुराेध छ । ,12/7/2023,कृषि तथा पशुपक्षी विभाग,closed
529,Ward 4,7980,१४ नं वडा चंडाेल यूवा क्लब वरिपरी ५/६ वटा कुकरहरु छन् यिनकाे व्यवस्थापन गरिदिनुपराे । ,12/6/2023,कृषि तथा पशुपक्षी विभाग,closed
530,Ward 14,7976,कलंकी मन्दिर नजिकै कुकरले धेरै जना मानिसलाई टाेकेर दुख दियाे यसकाे व्यवस्थामनकाे लागि अनुराेध छ । ,12/5/2023,कृषि तथा पशुपक्षी विभाग,closed
531,Ward 16,7975,विजेश्वरी काठमाडाै  १६ नं  वडा मा special Buff Natham भन्ने हाेटेलले गुणस्तरहिन मासु बेचिराकाे छ अनुगमनकाे लागि अनुराेध छ ।  ,12/5/2023,कृषि तथा पशुपक्षी विभाग,closed
532,Ward 17,7972, धोविचौर नजिक रहेको खुल्ला ठाउँ प्रहरि बिट अगाडी खैरो रंगको भुसिया कुकुरले सर्वसाधारणलाइ लखेटेर सताएको छ।साथै त्यो वरिपरि ५/६ वटा भुसिया कुकुरले पनि दुख दिएको छ। कुकुर व्यवस्थापन गरिदिनुहुन अनुरोध छ।,12/4/2023,कृषि तथा पशुपक्षी विभाग,closed
533,Ward 7,7970,७ नं वडा मित्रपार्ककाे  ओरालाेमा एउटा कुकुर छ यसकाे उद्धारकाे लागि अनुराेध छ । ,12/4/2023,कृषि तथा पशुपक्षी विभाग,closed
534,Ward 7,7969,७ नं वडा सिफल एरियामा कुकु बिराला धैरै मात्रामा धेखियाे उद्धारकाे लागि अनुराेध छ ,12/4/2023,कृषि तथा पशुपक्षी विभाग,closed
535,Ward 10,7959,१० नं वडा नारायणश्वर मार्ग बानेश्वर हाईटमा ७/८ वटा भुस्याहा ककुर छन् मानिसलाई टाेक्ने पनि गर्दछन्      यसकाे समाधानकाे लागि अनुराेध छ ।      ,12/3/2023,कृषि तथा पशुपक्षी विभाग,closed
536,Ward 11,7956,११ नं वडा त्रिपुरेश्वर चस्मा पसल लाईनमा त्रिभुवन भवन सँगै एउटा ककुरलाई लुताे आएर बिरामी भए जस्ताे देखिएकाे छ उद्धारकाे लागि   अनुराेध गर्दछु । ,12/3/2023,कृषि तथा पशुपक्षी विभाग,closed
537,Ward 11,7955,भोटे वहाल वत्ती पसलहरु रहेको चोक सम्म धेरैकुकुर हरुको वन्धयाकरण गर्न वाकीछ ,12/2/2023,कृषि तथा पशुपक्षी विभाग,closed
538,Ward 13,7954,13 वडा सोलटीमोड मा एएटा कुकुर व्यायर वाटोमा अलपत्र अवस्थामाछ उद्दार गर्नु पर्यो,12/2/2023,कृषि तथा पशुपक्षी विभाग,closed
539,Ward 28,7952,पुतलीसडक न्युप्लाजासाईडको नगर क्यफे एण्ड रेष्टुरेन्ट नजिक विषखाएजस्तो देखीने कुकुर छ उद्दार गर्नु पर्यो ,12/1/2023,कृषि तथा पशुपक्षी विभाग,closed
540,Ward 14,7951,मकालु पेट्रोलपंप अगाडी हीमालयन कंप्लेक्स वर्गरहाउस अगाडी नालामा गाडीएको कुकुर उद्दार गरी राखीएकोछ उपचार गर्नु पर्यो ,12/1/2023,कृषि तथा पशुपक्षी विभाग,closed
541,Ward 11,7948, थापाथलि खाध्यसंस्थानको क्यान्टिन एकदमै फोहोर छ। अनुगमन गरिदिनुहुन अनुरोध छ।,11/30/2023,कृषि तथा पशुपक्षी विभाग,closed
542,Ward 10,7937,संसद भवन भित्र लगानि बोर्ड वरिपरि १५/२० वटा भुस्याहा कुकुरले गाडि आउदा मान्छेलाइ टोक्ने भुक्ने गरेर समस्या भयो। भुसिया कुकुर व्यवस्थापन गरिदिनुहुन अनुरोध छ।,11/27/2023,कृषि तथा पशुपक्षी विभाग,closed
543,Ward 31,7932,भिम्सेनगोला पुलीस विटसंगै एउटा कुकुर घाईतेअवस्थामा छ उपचार गर्नु पर्यो ,11/26/2023,कृषि तथा पशुपक्षी विभाग,closed
544,Ward 16,7929,१६ नं वडा चमती खुसी पुल नजिक डेनीस फुड ससेस पाेडक्सन गर्ने फ्याक्टी छ  त्यस फ्याक्टीले क्यालीटी कम भएकाे गुणस्तर हिन  ससेस उत्पादन गरिरहेकाे छ यसकाे अनुगमन गरिदिनुहुन अनुराेध छ । ,11/24/2023,कृषि तथा पशुपक्षी विभाग,closed
545,Ward 3,7923,४ नं बसुन्धरा एरियाकाे लिवटी स्कुल अगाडी बाटामा हिड्ने कुकुर सारै बिरामी छ यसकाे उपचार गरिदिनुहुन अनुराेध छ । ,11/23/2023,कृषि तथा पशुपक्षी विभाग,closed
546,Ward 10,7921,यूएन पार्क बिजुलीबजार मा एउटा कुकुर लाई लुताे आएर शरीरकाे सबै छाला गएकाे छ रातभरी बाटाेमा अलपत्र छ यसकाे उद्धार छिटाे गरिदिनुपराे । ,11/22/2023,कृषि तथा पशुपक्षी विभाग,closed
547,Ward 4,7920,सुकेधारा हिमाडेन्टल हस्पिटल अगाडी एउटा कुकुर विरामी भई  गाडीले ठक्कर दिई किरा परेकाे अबस्थामा छ । यसकाे  छिटाे उद्धार गरिदिनुपराे । ,11/22/2023,कृषि तथा पशुपक्षी विभाग,closed
548,Ward 9,7911,सिनामंगल वाट एयरपोर्ट जाने वाटोमा रोडसाईडमै एएटा वच्चाकुकु्र विरामिभएर अलपत्र अवस्थामा छ उध्दार गर्नु पर्यो ,11/20/2023,कृषि तथा पशुपक्षी विभाग,closed
549,Ward 30,7905,राताे पुल लुम्बिनि तन्दुरी भाेजनालयमा भेज करीमा मासुकाे हड्डी भेटीयाे । यसकाे छिटै उचित छानबिनकाे लागि अनुराेध  छ।,12/17/2023,कृषि तथा पशुपक्षी विभाग,closed
550,Ward 21,7898,काष्ठमण्डप चौसिदेवल जाने बाटो नजिक रहेको ढोर गणेश गल्लिमा एउटा किरा लागेको भुसिया कुकुर छ। उपचार गरिदिनहुन अनुरोध छ।,11/18/2023,कृषि तथा पशुपक्षी विभाग,closed
551,Ward 31,7896,३१ वडा जाग्रीति  नगर जाग्रीती मार्ग मा एउटा कुकुर लाई गाडीले हानेर घाईते वनाएको छ अलपत्र अवस्थामा उपचार उध्दार गर्नु पर्यो ,11/18/2023,कृषि तथा पशुपक्षी विभाग,closed
552,Ward 9,7878,बत्तिसपुतलि फ्रन्ट लाइन हस्पिटल नजिक श्रिराममार्गमा ३ वटा भुसिया कुकुरले बाटोमा हिड्ने मान्छे टोकेर समस्या भयो। भुसिया कुकुर व्यवस्थापन गरिदिनुहुन अनुरोध छ।,11/10/2023,कृषि तथा पशुपक्षी विभाग,closed
553,Ward 28,7838,न्यू प्लाजा पुतलिसडक पुरानो कुमारि बैक अगाडि भित्र र्याल काटेर कुकुरले मानिस तथा अरु कुकुरलाइ टोक्ने झम्टने गर्छ। कुकुर व्यवस्थापन गरिदिनुहुन अनुरोध छ।,11/3/2023,कृषि तथा पशुपक्षी विभाग,closed
554,Ward 2,7827,लाजिमपाट सरस्वति मन्दिर अगाडि एउटा कुकुर बिरामि भएर शरिर भरि घाउ आएर घाइते भएको छ।उपचार गरिदिनुहुन अनुरोध छ।,11/1/2023,कृषि तथा पशुपक्षी विभाग,closed
555,Ward 11,7824,थापाथलिमा रहेको चेस पार्कमा सेतो कुकुर बिरामि छ। उपचार गरिदिनुहुन अनुरोध छ।,11/1/2023,कृषि तथा पशुपक्षी विभाग,closed
556,Ward 11,7822,थापाथलि प्रसुतीगृहको गेटको साइडमा मनकामना माइ होटलले सधै बासि खाना खुवाउछ। अनुगमन गरिदिनुहुन अनुरोध छ।,11/1/2023,कृषि तथा पशुपक्षी विभाग,closed
557,Ward 10,7816,का.म.पा. भित्र व्यापक रुपमा तरकारिमा विषादि मिसाएर बेच्ने गरेको छ जसले गर्दा स्वास्थ्यमा दिर्घकालिन असरहरु देखिन्छ। तरकारिमा विषादि जाच्ने कार्यलाइ प्रभावकारि रुपमा अघि बढाउन सुझाब आएको छ।,10/30/2023,कृषि तथा पशुपक्षी विभाग,closed
558,Ward 16,7810,बालाजु बाइसधारामा घुम्न गएको बेला बादरले १० वर्षको बच्चालाइ टोक्यो। बादर व्यवस्थापन गरिदिनुहुन अनुरोध छ।,10/29/2023,कृषि तथा पशुपक्षी विभाग,closed
559,Ward 10,7809,"बानेश्वर क्षेत्रको गल्लिमा भुस्याहा कुकुर धेरै भयो।होटल व्यवसायि राति १०, ११ बजे हिड्दा लखट्ने टोक्ने गर्छ। भुसिया कुकुर व्यवस्थापन गरिदिनुहुन अनुरोध छ।",10/29/2023,कृषि तथा पशुपक्षी विभाग,closed
560,Ward 6,7804,६ वडा चुचेपाटी भाटभटेनी मा किरा परेको खजुर वेचेको छ ,10/27/2023,कृषि तथा पशुपक्षी विभाग,closed
561,Ward 10,7766,नया बानेश्वर पञ्चकुमारि मन्दिर जनसहयोगिमार्गमा एउटा कुकुरले बाटोमा हिडेकोलाइ टोकेर सताएको छ। आवश्यक व्यवस्थापन गरिदिनुहुन अुनरोध छ।,10/13/2023,कृषि तथा पशुपक्षी विभाग,closed
562,Ward 13,7756,ज्ञानाेदय स्कुल अगाडी खाेलाकाे छेउ किरानामा भुसिया ककुरले बालबालिकालाइ टाेक्ने गरेकाेले यसकाे छिटाे भन्दा छिटाे समाधान गरिदिनु हुन अनुराेध छ।,10/13/2023,कृषि तथा पशुपक्षी विभाग,closed
563,Ward 2,7752,लाजिमपाटमा रहेको कृष्ण मिठाइ पसलबाट गुतपाक किनेको ढुसि लागेको रहेछ। तत्काल अनुगमन गरि कारबाहि गरिदिनुहुन अनुरोध छ।,10/12/2023,कृषि तथा पशुपक्षी विभाग,closed
564,Ward 16,7743,नयाबजार मितेरिपुल अगाडिको रिभर फुट्सल अगाडि रातिराति कुकुरले भुक्ने तथा लखेट्ने गरेर दुख दियो। भुसिया कुकुर व्यवस्थापन गरिदिनुहुन अनुरोध छ।,10/10/2023,कृषि तथा पशुपक्षी विभाग,closed
565,Ward 15,7741,सानोभर्याङ्गमा रहेको डम्पिङ्ग साइटमा खाना बेचिरहेको छ। आवश्यक अनुगमन गरि कारबाहि गरिदिनुहुन अनुरोध छ।,10/10/2023,कृषि तथा पशुपक्षी विभाग,closed
566,Ward 10,7739,वानेश्वर भेनस हस्पीटल को खानामा कपाल र कक्रोच देखीयो,10/10/2023,कृषि तथा पशुपक्षी विभाग,closed
567,Ward 16,7736,वालाजु गंगाहल को साईडमा गाडीले कुकुरलाई हानेर घाईते वनाएको छ उध्दार गर्न पर्यो ,10/10/2023,कृषि तथा पशुपक्षी विभाग,closed
568,Ward 3,7732,महाराजगंज भाटभटेनि नजिकै रिचमोन्ड क्याफेमा मम भित्र साङ्लो भेटिएको छ। अनुगमन गरिदिनुहुन अनुरोध छ।,10/9/2023,कृषि तथा पशुपक्षी विभाग,closed
569,Ward 32,7729,थापाथलि ट्रेड टावरमा रहेको NIC Asia बैकमा सेवालिन आएको पार्किङ्ग शुल्क लियो। अनुगमन गरिदिनुहुन अनुरोध छ।,10/9/2023,कृषि तथा पशुपक्षी विभाग,closed
570,Ward 11,7725,त्रिपुरेश्वर पासपोर्ट विभाग नजिक रहेको एभरेष्ट मम पसलमा मममा साङ्लो भेटियो। अनुगमन गरि कारबाहि गरिदिनुहुन अनुरोध छ।,10/8/2023,कृषि तथा पशुपक्षी विभाग,closed
571,Ward 1,7723,कमल पोखरि सिटि सेन्टरमा ग्रिन बेरि मिनिरल वाटर बुडानिलकण्ठको पानिको बोतलमा लेउ भेटिएको छ। अनुगमन गरि कारबाहि गरिदिनुहुन अनुरोध छ।,10/8/2023,कृषि तथा पशुपक्षी विभाग,closed
572,Ward 10,7721,मिड बानेश्वरको सान्दार मममा ठुलो किरा भेटीएको छ। आवश्यक अनुगमन गरि कारबाहि गर्न अनुरोध छ।,10/8/2023,कृषि तथा पशुपक्षी विभाग,closed
573,NoWard,7711,विशालबजार अगाडि रहेको स्वस्तिक मिठाइ पसलको ट्याइलेट एकदमै फोहोर छ खानाको गुणस्तरमा असर भयो। अनुगमन गरिदिनुहुन अनुरोध छ।,10/6/2023,कृषि तथा पशुपक्षी विभाग,closed
574,Ward 10,7710,नया बानेश्वर चोक लुम्बिनि भोजनालयको भान्सा र बाथरुम सगसगै छ तथा खाना पनि त्यति हाइजेनिक छैन। अनुगमन गरिदिनुहुन अनुरोध छ।,10/6/2023,कृषि तथा पशुपक्षी विभाग,closed
575,NoWard,7704,अहिले वजारमा कपाल रंगाउने Magic shampoo को नाउँमा जथाभावी प्रोडक्ट वेचिरहेकोछ के यसको व्राण्ड क्ववालीटी जनस्वास्थ्यको असर का वारेमा केही अनुगमन भएको छ वा छैन छैन भने कारवाही गर्नु पर्यो ,10/6/2023,"कृषि तथा पशुपक्षी विभाग,Public Health Dept.",closed
576,Ward 15,7698,स्वयम्भु प्रहरि बित्त भित्र करेन्ट लागेर घाइते भएको बादर हिड्न नसक्ने अवस्थामा बसेको छ। उपचार गरिदिनुहुन अनुरोध छ।,10/6/2023,कृषि तथा पशुपक्षी विभाग,closed
577,Ward 6,7697,बौद्ध तिनखिले पिपलबोटबाट अगाडी शिद्धार्थ ग्यासको सिलिण्डरमा खालि ग्यास १५.५ हुनुपर्नेमा १८.५ बजन भएको छ। सिलिण्डरमा पानि मिसाएको हुनुपर्छ आवश्यक अनुगमन गरिदिनुहुन अनुरोध छ।,10/6/2023,कृषि तथा पशुपक्षी विभाग,closed
578,Ward 3,7695,महाराजगञ्ज चोक र चप्पल कारखानाको बिच कतार भिजा सेन्टर नजिक पशुपति स्प्रिङ्ग नामको पानिको जारमा ठुलो किरा भेटीएको छ। अनुगमन गरिदिनुहुन अनुरोध छ।,10/5/2023,कृषि तथा पशुपक्षी विभाग,closed
579,Ward 16,7690,माछापोखरि नापतौल विभाग अगाडी सानो कुकुरको बच्चालाइ गाडिले हानेर घाइते भएको छ। उपचार गरिदिनुहुन अनुरोध छ।फोन नं ९८५१०१८९९२,10/4/2023,कृषि तथा पशुपक्षी विभाग,closed
580,Ward 28,7671,बागबजार देखि पि.के क्याम्पस नजिक भुसिया कुकुरले मान्छे टोकेर समस्या भयो। भुसिया कुकुर नियन्त्रण गरिदिनुहुन अनुरोध छ।,10/1/2023,कृषि तथा पशुपक्षी विभाग,closed
581,Ward 16,7668,"सोह्रखुट्टे भ्यालि कोल्ड स्टोर नजिकै बालाजु पुलको बाया  तिर फलाम पुलको बायातिर चारदोबाटोमा कुकुरले हिलोदेखि ३,४ जना मान्छेलाइ टोकेर सताएको छ। भुसिया कुकुर व्यवस्थापन गरिदिनुहुन अनुरोध छ।",10/1/2023,कृषि तथा पशुपक्षी विभाग,closed
582,Ward 6,7663,चाबेल चोकमा रहेको खोटाङ हलेसि गेष्ट एण्ड रेष्टुरेन्टमा ममको अचार गन्ध आएको बिग्रिएको अवस्थामा थियो । अनुगमन गरिदिनुहुन अनुरोध छ।,9/29/2023,कृषि तथा पशुपक्षी विभाग,closed
583,Ward 14,7653,"कलंकि LRI स्कुल माथि हिमशिखर स्कुलको तल २ वठा छोडुवा गोरु छन। ति मध्ये एउटा गोरुले ३, ४ दिनमा २, ३ जना मानिसलाइ हानिसक्यो। गोरु व्यवस्थापन गरिदिनुहुन अनुरोध छ।",9/27/2023,कृषि तथा पशुपक्षी विभाग,closed
584,Ward 1,7648,कमलादिमा भएको साजन गोट स्विट्स पसलमा त्रिवेनि नामको मिठाइमा थर्मोक्वाइलको टुक्रा भेटियो। आवश्यक अनुगमन गरिदिनुहुन अनुरोध छ।,9/26/2023,कृषि तथा पशुपक्षी विभाग,closed
585,Ward 20,7565,बुद्धनगरमा aqua cool डाफे मिनिरल वाटर पानिको जारमा किरा भेटियो। अनुगमन गरिदिनुहुन अनुरोध छ।,9/14/2023,कृषि तथा पशुपक्षी विभाग,closed
586,Ward 10,7564,मिन भवन कमर्श क्याम्पस नजिकको एउटा भुसिया कुकुरको कानको पछाडि घाउँ भएको छ। उपचार गरिदिनुहुन अनुरोध छ।,9/14/2023,कृषि तथा पशुपक्षी विभाग,closed
587,Ward 4,7544,"बिशालनगर खहरै चोकमा गुनासोकर्ताको छिमेकिले ७, ८ वटा कुकर रातभरि कौसिमा छाड्दा रातभरि कराएर सत्न सकिएन। गुनासोकर्ताको बुवा डाइलोसिस गरेर ल्याउदा रातमा कुकुर कराएर सुत्न सक्नुहुन्न। कुकुर व्यवस्थापन गरिदिनुहुन अनुरोध छ।",9/11/2023,"नगर प्रहरी बल,कृषि तथा पशुपक्षी विभाग",closed
588,Ward 9,7533,एयरपोर्ट अगाडि एरो थकालि एण्ड सेकुवा कर्नरले खाना बासि दिएको छ।आवश्यक अनुगमन गरि कारबाहि गर्न अनुरोध छ।,9/10/2023,कृषि तथा पशुपक्षी विभाग,closed
589,Ward 16,7524,१६वडा ढुगेधारा वाट भित्र orchid cafe अगाडी एउटा कुकुर घाईते अवास्थामा छ उध्दार गर्नु पर्यो।,9/8/2023,कृषि तथा पशुपक्षी विभाग,closed
590,Ward 30,7502,ज्ञानेश्वर कामना विकास बैक नजिक रहेको नुक क्याफेमा २ जनाले चाउमिन खाएको दुवैलाइ फुड प्वाइजन भयो। आवश्यक अनुगमन गरिदिनुहुन अनुरोध छ।,9/5/2023,कृषि तथा पशुपक्षी विभाग,closed
591,Ward 13,7501,वडा नं १३ बाफल क्षेत्रमा खुल्ला मासु बेच्ने गरिन्छ। यसलाइ नियन्त्रण गरिदिनुहुन अनुरोध छ।,9/5/2023,कृषि तथा पशुपक्षी विभाग,closed
592,Ward 32,7494,पेप्सिकोलामा बराल खानेपानि सेवा प्रा.लि. गोकर्णेश्वर काठमाडौ ठेगाना भएको नया पानिको जारमा किरा तथा लेउ भेटियो। आवश्यक अनुगमन गरिदिनुहुन अनुरोध छ।,9/5/2023,कृषि तथा पशुपक्षी विभाग,closed
593,Ward 15,7448,किमडोलमा भर्खर व्यायको कुकुर ल्यायर वाटोमा फ्यालेकोछ धेरै विजोग छ उद्दार गर्नु पर्यो ,8/30/2023,कृषि तथा पशुपक्षी विभाग,closed
594,Ward 15,7437,"जोडो अन्नपुर्ण चोकभित्र २, ४ दिन देखि भुसिया कुकुरको घाटीमा केही अड्के जस्तो अप्ठ्यारो भएको छ। कुकुरको उपचार गरिदिनुहुन अनुरोध छ।",8/29/2023,कृषि तथा पशुपक्षी विभाग,closed
595,Ward 17,7425,"क्षेत्रपाटि पक्नाजोलमा पंचरत्न ग्रुप पा.लि. को FRESH DROP नामको जारमा किरा तथा लेउ छ।यस्तै १०, १२ वटा जार पनि त्यस्तै छ। आवश्यक अनुगमन गरि कारबाहि गरिदिनुहुन अनुरोध छ।",8/28/2023,"नगर प्रहरी बल,कृषि तथा पशुपक्षी विभाग",closed
596,Ward 15,7423,चमति राममेटलमा एउटा बेवारिसे कुकुरले मान्छे टोकेर सतायो।कुकुर व्यवस्थापन गरिदिनुहुन अनुरोध छ।,8/28/2023,कृषि तथा पशुपक्षी विभाग,closed
597,Ward 10,7414,नया बानेश्वरमा भुसिया कुकुरको संख्या धेरै भएर गाह्रो भयो। स्थायि बन्ध्याकरण गरिदिनुहुन अनुरोध छ।,8/25/2023,कृषि तथा पशुपक्षी विभाग,closed
598,Ward 16,7392,१६ वडा नयाँवजार स्थित पिपल डेन्टल हस्पिटल धेरै फोहोर भयो अनुगमन होस,8/22/2023,"कृषि तथा पशुपक्षी विभाग,उप मेयर सचिवालय",closed
599,Ward 16,7391,१६ वडा नयाँवजार स्थित पिपल डेन्टल हस्पिटल धेरै फोहोर भयो अनुगमन होस,8/22/2023,"कृषि तथा पशुपक्षी विभाग,उप मेयर सचिवालय",closed
600,Ward 13,7387,कालिमाटी शालीक नजिकै कुकुरले टोकेर सताएकोछ समाउन पर्यो ।,8/22/2023,कृषि तथा पशुपक्षी विभाग,closed
601,NoWard,7344,भोकमान्डुबाट अनलाइन खाना मगाको तर खानामा किरा भेटियो। आवश्यक अनुगमन गरिदिनुहुन अनुरोध छ।,8/17/2023,"नगर प्रहरी बल,कृषि तथा पशुपक्षी विभाग",closed
602,Ward 14,7341,कलंकि चोकमा Qwar-15 नामको कम्पनिको जारका किरा तथा भ्यागुताको बच्चाहरु देखियो। आवश्यक अनुगमन गरि कारबाहि गरिदिनुहुन अनुरोध छ।,8/16/2023,"नगर प्रहरी बल,कृषि तथा पशुपक्षी विभाग",closed
603,Ward 14,7340,,8/16/2023,"नगर प्रहरी बल,कृषि तथा पशुपक्षी विभाग",closed
604,Ward 14,7333,कलंकी वाट सिता प्याट्रोल पंप निश्कने लिंक मार्गमा कुकुर हरुको वथान हुन्छ कहीलेकाही टोक्छ र दु ख दिन्छ ,8/15/2023,कृषि तथा पशुपक्षी विभाग,closed
605,Ward 28,7299," भृकुटी मंडपमा रहेका होटलका खानाहरुमा गुणस्तर छैन माखा भनकीरहेको छ , साङला हीडीरहेकोछ डुसी परेकोछ अनुगमन गर्नु पर्यो ।",8/10/2023,कृषि तथा पशुपक्षी विभाग,closed
606,Ward 18,7286,नरदेवि एरियामा ग्यस सिलिन्डर मापदंड वमवजिम छ वा छैन हेरीदिन अनुरोध छ ।,8/8/2023,कृषि तथा पशुपक्षी विभाग,closed
607,Ward 29,7252,मौतिदेविमा गोर्खा बेभेरेवको जारको पानिमा किरा भेटिएको छ। आवश्यक अनुगमन गरिदिनुहुन अनुरोध छ।,8/1/2023,कृषि तथा पशुपक्षी विभाग,closed
608,Ward 16,7250,सोह्रखुट्टे भित्र भुसिया कुकुरले एकदमै सताएको छ। कुकुर व्यवस्थापन गरिदिनुहुन अनुरोध छ।,8/1/2023,कृषि तथा पशुपक्षी विभाग,closed
609,Ward 31,7248,"भि.एस. निकेतन लाइनमा बर्गर हाउस, सेकुवा बेच्ने तथा अन्य रेष्टुरेन्टले बेलुकिपख कुहिएको सडेको मासु बेचिराखेका छन। आवश्यक अनुगमन गरि कारबाहि गर्न अनुरोध छ।",7/31/2023,"कृषि तथा पशुपक्षी विभाग,Mayorसचिवालय",closed
610,Ward 23,7246,बसन्तपुरको बाटोमा हिड्दा भुसिया कुकुरहरुले टोक्ने गरेकोले त्यसको समस्या भयो। भुसिया कुकुर व्यवस्थापन गरिदिनुहुन अनुरोध छ।,7/31/2023,कृषि तथा पशुपक्षी विभाग,closed
611,Ward 32,7238,"पेप्सिकोला साहिराम चोक भित्र रहेको नमुना गार्डन नजिक एउटा बिरामि कुकुर २, ३ दिन देखि त्यसै छ।उपचार गरिदिनुहुन अनुरोध छ।",7/30/2023,कृषि तथा पशुपक्षी विभाग,closed
612,Ward 13,7220,सोल्टी वाट माथी रहेको सोल्टी सिटी अपार्टमेन्ट मा कुकुर विरामि भएर अलपत्र अवस्थामा छ उद्दार गर्नु पर्य।,7/27/2023,कृषि तथा पशुपक्षी विभाग,closed
613,Ward 16,7211,बसुन्धरामा रहेको बिजि स्मुति हस्पिटलको क्यान्टिन एकदमै फोहोर छ। आवश्यक अनुगमन गरि कारबाहि गरिदिनुहुन अनुरोध छ।,7/26/2023,"कृषि तथा पशुपक्षी विभाग,Mayorसचिवालय",closed
614,Ward 28,7181,भृकुटिमण्डपको  एग्जिबियुसन हल अगाडि दुर्घटनामा परि कुकुर घाइते भएको छ। उपचार गरिदिनुहुन अनुरोध छ।,7/21/2023,कृषि तथा पशुपक्षी विभाग,closed
615,NoWard,7165,त्रिभुवन विमानस्थलको खाधगुणस्तर ह्रास भएको गुनासो धेरै आएको छ। खाद्य गुणस्तर परीक्षण गर्नहुन अनुरोध छ।,7/19/2023,कृषि तथा पशुपक्षी विभाग,closed
616,Ward 16,7159,स्रोहखुट्टे बहत्तिस पोखरि कुमारिक्लबमा भुसिया कुकुर बिरामि अवस्थामा छ।उपचार गरिदिनुहुन अनुरोध छ।,7/19/2023,कृषि तथा पशुपक्षी विभाग,closed
617,Ward 28,7146,"भृकुटिमण्डपमा ५, ६ वटा भुसिया कुकुरले मान्छे टोकेर हैरान गरिसक्यो। कुकुर व्यवस्थापन गरिदिनुहुन अनुरोध छ।",7/17/2023,कृषि तथा पशुपक्षी विभाग,closed
618,Ward 14,7136,कुलेश्वर गणेश मन्दिर नजिक फलफुल बजारमा एउटा भुसिया कुकुरले बाइक चालकहरुलाइ झम्टन जान्छ जसले सवारि दुर्घटनाको सम्भावना बढि भयो। कुकुर व्यवस्थापन गरिदिनुहुन अनुरोध छ।,7/16/2023,कृषि तथा पशुपक्षी विभाग,closed
619,Ward 32,7113,एर पोर्ट मार्ग मा कुकुरे वाटोहीडने र स्थानियलाई टोकेर हैरान वनायो नियन्त्रण गर्नु पर्यो ।,7/12/2023,कृषि तथा पशुपक्षी विभाग,closed
620,Ward 32,7112,,7/12/2023,कृषि तथा पशुपक्षी विभाग,closed
621,Ward 16,7098,वनस्थलि ढु्ङगेधारा सभ्यता टोलमा कुकुर विरामी भएर विजोग अवस्थामा छ उद्दार गर्नु पर्यो ।,7/11/2023,कृषि तथा पशुपक्षी विभाग,closed
622,Ward 28,7088,भृकुटिमण्डप भित्र जुत्ता मेला नजिक सुनिता खाजा घर नजिक एउटा कुकुर बिरामि अवस्थामा छ। उपचार गरिदिनुहुन अनुरोध छ।,7/10/2023,कृषि तथा पशुपक्षी विभाग,closed
